Location,Property,"Area Serviced (choose all that apply)","Acres Salted","Blade Used","Submission Date","Submitted By","Assigned To"
"Sec 19 - Elk Grove Village","1201 Kirk",,"1/8 of lot",no,"01/04/2016 11:23 AM","SnowPlus Staff","Ernie Vargas"
"Sec 19 - Elk Grove Village","2781 Katherine",,"1/16 of lot ",no,"01/04/2016 11:21 AM","SnowPlus Staff","Ernie Vargas"
"Sec 19 - Elk Grove Village","1380-1410 Kirk",,"1/16 of lot ",no,"01/04/2016 11:17 AM","SnowPlus Staff","Ernie Vargas"
"Sec 19 - Elk Grove Village","1300 Mark",,"1/16 of lot ",no,"01/04/2016 11:01 AM","SnowPlus Staff","Ernie Vargas"
"Sec 19 - Elk Grove Village","1400 Mark",,"1/16 of lot ",no,"01/04/2016 10:58 AM","SnowPlus Staff","Ernie Vargas"
