Location,Property,"Area Serviced (choose all that apply)","Acres Salted","Blade Used","Submission Date","Submitted By","Assigned To"
"Sec 17 - Lombard / Oakbrook","Avery School","North  Side       ,South Side      ,West Side       ","1/16 of lot ",yes,"01/13/2016 01:38 AM","SnowPlus Staff","Jose Legaspi"
"Sec 30 - Lisle / Warrenville","Univ. Tech Institute","North  Side       ,South Side      ,West Side       ,East Side       ","1/16 of lot ",yes,"01/13/2016 01:05 AM","SnowPlus Staff","Jose Legaspi"
"Sec 30 - Lisle / Warrenville","535 Diehl","West Side       ","1/16 of lot ",yes,"01/13/2016 12:06 AM","SnowPlus Staff","Scott Erickson"
"Sec 30 - Lisle / Warrenville","1000 & 1100 Warrenville",,"1/16 of lot ",yes,"01/12/2016 11:52 PM","SnowPlus Staff","Scott Erickson"
"Sec 30 - Lisle / Warrenville","1000 & 1100 Warrenville",,"1/16 of lot ",no,"01/12/2016 11:52 PM","SnowPlus Staff","Scott Erickson"
