Location,Property,"Area Serviced (choose all that apply)","Acres Salted","Blade Used","Submission Date","Submitted By","Assigned To"
"Sec 24 - Elmhurst","11700 Grand",,"whole lot",yes,"2015-12-28 04:09:24","SnowPlus Staff","Jim Jungles"
"Sec 24 - Elmhurst","11700 Grand",,"whole lot",yes,"2015-12-28 04:09:30","SnowPlus Staff","Jim Jungles"
"Sec 24 - Elmhurst","11700 Grand",,"whole lot",no,"2015-12-28 06:07:21","SnowPlus Staff","Jim Jungles"
"Sec 24 - Elmhurst","11700 Grand",,"whole lot",no,"2015-12-28 06:07:40","SnowPlus Staff","Jim Jungles"
"Sec 24 - Elmhurst","777 Church",,"whole lot",no,"2015-12-28 06:26:28","SnowPlus Staff","Jim Jungles"
"Sec 24 - Elmhurst","11700 Grand",,"whole lot",no,"2015-12-28 06:26:49","SnowPlus Staff","Jim Jungles"
"Sec 24 - Elmhurst","777 Church",,"whole lot",no,"2015-12-28 06:26:51","SnowPlus Staff","Jim Jungles"
"Sec 24 - Elmhurst","11700 Grand",,"whole lot",no,"2015-12-28 06:26:51","SnowPlus Staff","Jim Jungles"
