Location,Property,"Area Serviced (choose all that apply)","Acres Salted","Blade Used","Submission Date","Submitted By","Assigned To"
"Sec 19 - Elk Grove Village","1300 Mark",,"1/16 of lot ",no,"01/04/2016 11:01 AM","SnowPlus Staff","Ernie Vargas"
"Sec 19 - Elk Grove Village","1400 Mark",,"1/16 of lot ",no,"01/04/2016 10:58 AM","SnowPlus Staff","Ernie Vargas"
"Sec 04 - Aurora West / Batavia","Art Van - Batavia","South Side      ","1/16 of lot ",no,"12/31/2015 08:09 AM","Admin Admin",
"Sec 07 - Bensenville","971-991 Supreme",,"1/16 of lot ",no,"12/30/2015 07:51 AM","SnowPlus Staff","Ernie Vargas"
